Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCE19,OUT017,991.0563542940583
NCM53,OUT010,-201.72154681556208
NCN18,OUT049,1876.0820916426474
FDF32,OUT035,3298.4209450457415
FDF11,OUT013,3872.795787020673
DRI59,OUT049,3651.8499088011777
NCG54,OUT035,2807.9190413037563
FDM44,OUT046,1646.7689282920148
FDT57,OUT018,3469.764273745764
FDV24,OUT046,2403.5875139572886
FDI50,OUT019,1760.8317781075402
FDS09,OUT035,1039.0795178950086
NCC31,OUT027,3899.6295819152074
FDQ07,OUT019,1593.8899728955544
FDC22,OUT017,3170.8714892402077
FDZ56,OUT046,2703.244114887673
FDZ40,OUT019,-991.2961491006167
FDS46,OUT027,3398.053013971323
DRD24,OUT045,2170.9112797671933
FDV45,OUT017,3108.95920923104
FDL26,OUT045,2408.970371483758
FDA56,OUT018,1715.6597647529293
FDN27,OUT046,1900.344504926233
FDM20,OUT049,3977.5944069626976
FDO16,OUT017,1470.5966834301476
FDL03,OUT035,3296.0235824066726
FDE58,OUT046,1879.732335168706
FDI02,OUT027,3281.826429038495
NCC55,OUT019,-1266.3813282940596
FDR03,OUT018,3041.025221779599
FDB14,OUT017,1629.0559051431978
FDR45,OUT013,3850.095424555501
NCN07,OUT017,2163.0696611763133
FDM51,OUT019,-189.96673720847616
FDT52,OUT027,5366.489688636826
FDL26,OUT046,2453.6125606514793
NCZ42,OUT046,3764.9775571327077
DRI47,OUT019,428.00592642047866
FDW40,OUT013,2315.09585599952
FDN34,OUT046,2751.1288710480094
FDS01,OUT035,2993.3804968773866
NCG55,OUT045,1776.2299299397
FDC11,OUT035,1535.428631327192
FDX35,OUT018,3346.0414479528154
NCB06,OUT046,2517.432339998469
FDR09,OUT019,2192.8198680974742
FDC53,OUT017,1690.2017116483948
FDY45,OUT013,4077.6547563042914
FDA22,OUT010,754.6938345409557
FDE02,OUT035,1670.8936230027057
FDW21,OUT045,1623.6642506142339
FDV34,OUT046,1263.1523214353365
FDS59,OUT049,1901.4336271460445
NCW17,OUT017,2134.707875263355
NCK54,OUT046,1865.0422244548586
FDG17,OUT019,2013.5019264172843
FDG35,OUT017,2911.726979382025
FDD08,OUT010,-1253.4728000351993
NCO07,OUT017,3438.0995210536835
FDJ10,OUT010,366.7265999904906
FDW36,OUT017,1784.8241498772122
FDW21,OUT010,-208.99219170720744
FDY19,OUT017,2002.1056848033022
DRE03,OUT013,813.4220354705544
NCC55,OUT049,723.4926646661079
FDH52,OUT010,-815.873706093234
FDO09,OUT017,4303.084701977921
FDU43,OUT045,3756.0132456424026
FDX09,OUT010,865.0270939950409
FDH40,OUT019,-516.0223264889294
FDW58,OUT017,1800.5606520827428
FDC47,OUT017,3680.2634198271903
NCR41,OUT035,1655.056318081833
DRG49,OUT035,3995.8301092344564
FDC52,OUT027,3937.140754280952
FDY13,OUT046,1229.8667757819105
FDY35,OUT013,828.9449651299051
FDI35,OUT017,2996.7259784635753
NCU18,OUT049,2329.7910607819335
FDY33,OUT018,2279.2444826050255
FDC15,OUT027,3925.694584081538
FDU01,OUT049,3114.7298536651256
NCU42,OUT046,2684.0656951867663
NCV29,OUT018,2531.2069362448747
NCY30,OUT017,2986.9658049326404
FDQ46,OUT049,1892.294909222024
FDG58,OUT027,3937.0609726108305
FDK33,OUT017,3493.6077202635365
NCD07,OUT045,1766.646080963525
NCX29,OUT027,3720.12573801749
NCT42,OUT013,2385.4864019767765
DRN59,OUT035,899.2831678654507
FDI44,OUT035,1420.2484716070076
FDA45,OUT049,2896.512685169461
FDP31,OUT045,1020.549476299745
FDY01,OUT046,1860.8976883697535
FDT09,OUT018,1905.0996290786215
DRH03,OUT027,2986.7699742062214
FDA36,OUT018,2708.7014699718434
NCF31,OUT017,2526.698012981643
FDG14,OUT049,2558.462041205643
FDG28,OUT027,5375.262022352827
FDU14,OUT049,4054.531783956011
FDY47,OUT019,243.80671150881506
FDI56,OUT049,1557.3885152222445
DRD01,OUT013,994.3754512873752
FDM22,OUT046,973.1682770592479
FDH33,OUT013,729.8186362754138
DRZ24,OUT013,1913.2766165633552
NCQ38,OUT046,1681.0276593195206
FDO16,OUT027,2831.645277096726
FDU07,OUT027,3832.545789385399
NCB07,OUT013,3079.920174964136
FDU48,OUT045,2045.712937947727
NCM43,OUT045,2544.0446503620906
FDR31,OUT010,440.0179101633479
DRK49,OUT018,412.6428338225734
NCI30,OUT010,1917.6521030593108
DRD60,OUT017,2970.36856324033
NCG19,OUT046,3662.152088059871
FDH12,OUT035,1833.120505516198
FDM32,OUT035,1638.7436553591317
FDM27,OUT035,2645.2615930771735
NCU53,OUT027,4079.693464416314
NCQ18,OUT046,1550.0186840318722
FDS10,OUT013,2882.009563424274
FDB33,OUT027,3973.687869203165
FDI12,OUT013,1459.0250167006684
NCW42,OUT013,3505.3225417075773
NCC06,OUT018,1762.8907999685061
FDW02,OUT017,2175.451078079018
NCD43,OUT017,1773.9222348798783
FDM57,OUT018,1112.3712615814034
FDA58,OUT017,3837.9094364506714
FDK56,OUT046,2921.7473145006743
FDP52,OUT045,3645.705637184454
FDW20,OUT018,1718.6720108201075
FDS52,OUT049,1738.688461538942
NCT29,OUT018,1618.498736315748
NCL54,OUT013,2803.6404717548235
FDC05,OUT045,3106.60914446894
FDF34,OUT035,3324.4704549795815
FDP03,OUT027,3488.111386427734
FDD32,OUT010,-514.1745945311909
FDZ10,OUT045,1991.24547790641
FDZ40,OUT035,1055.3530048619948
FDD51,OUT018,447.33832403488134
NCY30,OUT019,942.8389947899759
FDP58,OUT017,3532.5592568631864
FDV49,OUT017,4288.1660778069045
FDY24,OUT019,-1022.7157192267473
NCO55,OUT017,1793.6709128884602
FDR13,OUT017,2031.7674586502353
FDS51,OUT017,1137.07701193937
FDP26,OUT045,1600.2536255408045
NCB54,OUT027,3495.8945397404977
FDF32,OUT017,3226.380864001691
FDN31,OUT018,2723.1623726795347
DRM48,OUT017,690.5069963800672
FDN20,OUT049,2794.1314138368216
DRL01,OUT046,3726.9298079955074
FDV56,OUT049,1880.4083641452564
DRH13,OUT027,3180.4511269231207
FDA03,OUT017,2472.123005095359
FDF47,OUT027,4982.204901563156
FDX32,OUT046,2367.2912355315143
FDX57,OUT049,1702.1705586640508
NCA30,OUT045,2904.0028843018354
FDO49,OUT013,909.7009570037471
FDL04,OUT019,-232.59616898541321
DRM48,OUT035,750.1815930765954
FDR16,OUT013,3426.6331304883984
NCC19,OUT018,2745.162169207964
NCE42,OUT045,3637.686238171911
FDY24,OUT017,1042.42297071045
FDH19,OUT049,2891.9954967973385
FDJ46,OUT013,2794.739977181379
FDN45,OUT010,1603.1502493645903
FDY08,OUT035,2392.5198294606425
FDZ37,OUT035,1609.247493313976
NCT30,OUT045,696.8343479582365
DRY23,OUT018,447.1777184098099
NCZ30,OUT018,1662.704122265249
FDC44,OUT018,1511.0035837544415
FDB45,OUT035,1839.7396134008975
FDY04,OUT013,2674.889627932438
FDM27,OUT046,2592.511657289683
FDZ43,OUT017,3960.8270260800628
FDT39,OUT019,572.6302002852516
NCC06,OUT019,119.8965832051681
FDL15,OUT027,3903.941281187029
FDL57,OUT017,4208.6003819984035
FDU08,OUT046,1607.2760430095734
FDK40,OUT017,4287.522398623202
FDQ12,OUT010,1719.1767624493223
FDS48,OUT017,2524.2749181237655
FDP09,OUT045,3295.6896152948593
FDW21,OUT049,1761.1158617403141
FDY25,OUT035,3030.6514109999252
DRE13,OUT017,1490.914990730888
FDV43,OUT019,-1185.4440314855894
FDD22,OUT045,1720.4160882500432
FDM46,OUT019,-451.93549617525963
NCO30,OUT010,1010.0881547244176
FDM25,OUT046,2806.4116738117477
NCN41,OUT049,2040.7945071487316
FDU24,OUT045,1464.7625023416113
FDZ50,OUT046,2954.9674657590663
FDP45,OUT013,4052.5771488837854
NCM54,OUT045,1926.5679886895364
FDW10,OUT019,881.1192819838989
FDP20,OUT017,2154.0446193379503
FDK32,OUT046,2453.534119006899
FDN52,OUT049,1544.3301717989805
FDM58,OUT045,1777.703129063138
FDZ46,OUT027,3232.137298406663
NCA18,OUT018,1580.5433420478962
FDD35,OUT046,1966.6128991155897
NCK31,OUT035,957.2216649171655
FDI40,OUT027,3096.7053737525284
FDT50,OUT019,-303.8044068151289
NCT06,OUT046,2599.3494408123984
FDT31,OUT035,3138.2931369321277
FDT45,OUT049,982.8447992480742
FDT13,OUT045,2914.8123900438495
FDO50,OUT045,1400.1390805377732
NCU18,OUT010,305.96541125698434
NCR54,OUT049,3153.2474039310296
NCO18,OUT018,2539.1954927359275
FDU09,OUT045,910.8447890433799
FDT13,OUT018,2712.4459717265986
FDE09,OUT046,1820.2178130064035
NCK53,OUT019,-284.47046281142866
FDG45,OUT049,3497.0010769369646
DRH15,OUT035,875.5498297773254
FDO21,OUT019,1713.0533207113367
FDD14,OUT027,4343.501721184496
FDC09,OUT046,1708.9547613861876
FDH45,OUT027,2212.0370954685286
FDV32,OUT046,1066.4939472866706
FDG12,OUT035,2119.6437820438578
FDS32,OUT013,2320.3842877957213
NCL55,OUT018,3662.1662238516865
DRE01,OUT035,3945.458243419319
DRE15,OUT049,1351.0071096829918
NCL42,OUT045,3809.1002399010736
FDP31,OUT013,1093.3313207447236
FDN33,OUT018,1265.1994007727508
FDZ59,OUT046,2656.788735763685
FDE45,OUT010,926.6801634071567
FDJ07,OUT013,1950.7856320920537
FDQ45,OUT018,2712.0571976523006
FDM33,OUT027,4912.173446236731
FDO15,OUT010,-614.1411839145414
FDM46,OUT013,1503.4066764202616
FDR03,OUT045,3248.052521560536
FDY49,OUT018,2426.5244691654316
FDQ60,OUT045,1871.176956355885
FDW10,OUT049,2911.3346133268838
FDO51,OUT049,902.5975530677424
FDJ40,OUT018,1520.6385879930988
FDS20,OUT018,2622.827923699288
FDU45,OUT013,1888.4429979509803
FDV02,OUT035,2837.9514478413794
FDN09,OUT046,3836.325124546333
NCM55,OUT027,4384.70485634764
FDN23,OUT018,2074.580893988798
FDY31,OUT010,412.79760327043175
FDW03,OUT010,-136.20898300441354
FDD14,OUT046,2875.7207989872154
FDV23,OUT017,2106.597763027418
DRI03,OUT045,2723.8162022972815
FDN13,OUT035,1718.8273570415117
FDF45,OUT027,2497.2573382561377
FDU46,OUT035,1623.569636944027
FDB57,OUT049,3667.235703394867
FDV12,OUT049,1765.6483934214732
FDQ58,OUT013,2459.4862293388705
NCA18,OUT017,1942.182444813258
FDH52,OUT049,1173.800593433078
FDM24,OUT018,2159.109983984315
NCP43,OUT027,4309.7248540406645
NCO18,OUT019,894.8572416448756
FDM32,OUT017,1590.1233015278026
NCL07,OUT017,734.1271004867926
FDK03,OUT013,4068.6317949885233
FDP59,OUT017,1793.0576457729808
FDQ24,OUT049,4074.087627652767
FDQ16,OUT018,1490.168036089008
FDU44,OUT013,2633.3695531722888
FDH28,OUT010,-1241.835070891202
FDV28,OUT019,-1297.6734227816946
FDM22,OUT045,876.8572185375652
FDR56,OUT046,3138.365392355239
FDV39,OUT049,3237.029500188911
FDU37,OUT019,-570.6200021181073
FDQ11,OUT010,2209.294814890592
FDX02,OUT045,3468.936105215132
NCS42,OUT018,1195.660486595646
FDY57,OUT027,3006.853485813086
FDB21,OUT049,3896.848803760969
FDE28,OUT017,3761.450059226057
FDQ55,OUT017,1982.0140051077187
FDA48,OUT049,3604.5730497402183
FDZ19,OUT045,2698.5186610515816
NCC43,OUT045,3883.690601230609
NCV18,OUT046,1296.1042769818778
NCA42,OUT018,2242.813396978519
FDY45,OUT046,4055.638884931118
NCC30,OUT045,2753.671878537605
FDM57,OUT013,1457.4858043686609
FDL09,OUT010,740.072848193019
FDB09,OUT027,3453.2077236584983
FDT44,OUT035,2038.4878798764134
NCT06,OUT027,4044.6013202152144
FDX26,OUT049,2998.4530819060224
FDK32,OUT013,2515.815388718145
DRA12,OUT046,2272.8668114345724
FDO46,OUT010,1132.3771779288531
FDE52,OUT013,1491.8388247872913
NCH42,OUT045,3555.7437570130746
FDV08,OUT035,871.8224647106599
FDB47,OUT018,3059.788014913896
FDC28,OUT010,-132.68115374915828
FDD22,OUT046,1819.5231811547246
FDS07,OUT027,3291.7404185007626
DRI13,OUT045,3360.7593400280875
FDG32,OUT018,3212.882107294299
FDU14,OUT017,4062.3478482324617
FDD28,OUT019,-922.6838653583827
NCP41,OUT017,1851.195820606228
FDS08,OUT049,2885.894650845311
FDX47,OUT045,2496.159379232881
FDC53,OUT019,-251.03577270277037
FDQ19,OUT035,4015.3376575375014
FDL14,OUT045,2455.0496268315414
FDM33,OUT019,1585.1822276678963
FDA51,OUT045,1766.723252822097
FDZ27,OUT018,556.3180354718346
FDT04,OUT046,685.5858292834823
DRC13,OUT049,2134.430678639629
FDR16,OUT027,4879.3132961790625
FDQ03,OUT027,5222.025351007274
FDE38,OUT035,2823.510830536211
DRH23,OUT027,2347.8017407597954
FDT11,OUT019,1138.10955192128
FDD09,OUT035,3011.7969697707217
FDR40,OUT045,1329.663600051692
FDX07,OUT017,3067.9905396785366
FDR07,OUT035,1703.6833488432894
FDA51,OUT017,1953.8544670102306
FDT59,OUT019,1764.8906974935321
FDF20,OUT017,3206.988903429331
FDR13,OUT045,1832.040413108975
FDY26,OUT049,3474.397125218104
FDW04,OUT017,2228.439794579042
FDK52,OUT017,3684.874432751926
FDN60,OUT049,2590.6324006367363
FDM09,OUT019,845.3631868518572
FDP46,OUT049,1519.031073621428
FDB50,OUT019,-658.7693360172589
NCQ29,OUT049,4142.848886666825
FDP16,OUT027,5334.463080764798
FDX33,OUT018,2317.0840486502075
FDP07,OUT010,1209.8915022678443
FDN22,OUT046,3982.0585615372893
FDF39,OUT049,4287.741429516269
FDS21,OUT017,1158.2494250625978
NCM42,OUT013,1744.1651156993019
FDK50,OUT019,719.403950255063
DRF13,OUT027,3788.740616915422
FDH35,OUT018,2331.0356894189463
FDP60,OUT018,1330.2429810102672
DRJ49,OUT027,3532.502983194022
NCT42,OUT019,457.1298343871987
FDE38,OUT049,2774.8223124245937
FDI04,OUT049,3285.347101479102
NCH54,OUT045,2415.915618602117
FDT56,OUT049,1097.3771427233398
DRD15,OUT018,3383.5697783029373
FDV58,OUT013,3120.6560686371777
FDP21,OUT049,3123.6462319516763
FDH05,OUT013,3744.4910359620353
FDR10,OUT027,4039.2995875915185
NCP06,OUT045,2290.3680266053593
FDF33,OUT049,1828.564840783955
DRK37,OUT013,3027.2417426795214
DRH49,OUT045,1300.1727886167923
FDT58,OUT013,2691.283012113974
FDD41,OUT018,1443.7198563498057
FDP40,OUT018,1554.9270049687095
FDM51,OUT027,3144.561787601835
FDO45,OUT010,-460.85664791869794
FDW33,OUT010,-218.2708848229206
FDY24,OUT045,899.1642184366679
FDB10,OUT010,1836.078156888625
FDM40,OUT035,2380.6430544027376
NCI06,OUT017,2953.935425692529
FDW12,OUT019,447.01743483222515
FDX48,OUT027,3968.5211607558194
NCW05,OUT027,3121.7221802889353
FDX27,OUT017,1664.6809772328875
DRM37,OUT045,3047.005733483461
FDA38,OUT045,3765.0109377802187
FDR36,OUT046,709.83099798798
FDZ45,OUT046,3150.2753115556075
FDG05,OUT017,2663.4706190057746
FDK28,OUT013,4116.380673821829
FDV47,OUT045,1325.6978144153213
FDN21,OUT045,2481.0263691797786
FDP20,OUT027,3494.062581605698
FDI35,OUT045,2825.0149494046777
DRY23,OUT013,776.7852787249907
FDA56,OUT017,2091.322760150814
FDB09,OUT013,2006.927720680319
NCO26,OUT027,3302.8773594706518
FDQ49,OUT018,2263.106714556696
FDI52,OUT027,3401.5616745457273
FDZ44,OUT027,3344.938921503759
FDZ09,OUT018,2324.504795220562
FDY03,OUT049,1951.6012244239573
NCG42,OUT017,2158.910032976857
DRI13,OUT027,4897.792837817635
FDQ32,OUT013,2088.8865092420356
FDW16,OUT035,1665.0395875290565
FDU27,OUT046,796.4194002620511
FDR28,OUT010,733.971759419638
FDQ49,OUT010,650.9681703254859
FDS37,OUT046,1878.8027514914745
FDW26,OUT018,3241.564819568035
FDX12,OUT018,3583.740761262001
NCP06,OUT013,2409.713400090499
FDW45,OUT010,409.6260940004548
NCN30,OUT049,1611.1796218449376
FDN24,OUT049,966.779825554102
NCL41,OUT027,1998.5631752992203
FDR02,OUT019,-117.30890032388925
FDD09,OUT010,975.8940540235967
FDS33,OUT010,-435.10219334766316
FDU22,OUT045,1843.223878072924
FDI53,OUT013,2640.2047343521044
DRH01,OUT049,2860.67825560322
FDX32,OUT013,2344.0234278142007
NCP30,OUT018,378.00336862173026
FDB60,OUT045,3051.804940773749
FDB14,OUT049,1635.325921823098
NCP02,OUT035,1087.6551282583741
FDJ10,OUT017,2372.904912522953
FDG34,OUT046,1840.5438821582752
NCB18,OUT017,1504.0351763863953
FDM16,OUT049,1365.223585646287
FDW25,OUT018,1103.8059591830165
FDB35,OUT010,-397.82348842565216
DRN11,OUT013,2274.1631164078167
FDF41,OUT019,1983.0366426872724
FDH16,OUT045,1367.8210587695567
NCQ50,OUT018,3065.8212984821257
DRH23,OUT018,620.8488573896465
DRJ37,OUT013,2438.168207250657
DRJ24,OUT027,4352.174345820562
FDY16,OUT035,3087.137480218925
FDQ27,OUT045,1679.9282760237356
FDZ33,OUT045,2291.2492281043005
FDF29,OUT045,2088.075261808022
FDA08,OUT049,2741.267507592213
FDG31,OUT046,1093.0352342849617
FDE34,OUT019,1043.7238292467373
NCR30,OUT027,2626.700823967616
FDV33,OUT035,4274.201129525731
DRZ24,OUT018,1658.5367901075956
NCL54,OUT035,2868.8729743360777
FDR12,OUT049,2897.764393421383
NCC54,OUT046,3780.956584383146
DRN59,OUT013,805.366943170966
FDX50,OUT019,-132.3985237197321
FDV31,OUT027,4272.583000025676
NCA29,OUT027,4180.7227046732105
FDW60,OUT049,2967.999153115564
FDX08,OUT017,3013.5301486849235
DRD49,OUT013,3721.5588827132538
FDD33,OUT046,3643.3136781256862
FDW35,OUT013,764.8929057464662
FDJ36,OUT017,1785.1607463324845
FDV51,OUT035,2799.6451501106994
FDW36,OUT046,1718.43379173869
FDH35,OUT046,2627.8438133691984
NCS30,OUT027,3509.78987888569
FDN49,OUT017,778.1887548118011
FDL08,OUT018,3615.2431185437226
FDI09,OUT013,3842.4302984880896
FDP19,OUT018,1763.7988696727866
FDU21,OUT010,-1309.4918605091743
NCP41,OUT045,1649.899258741007
FDY10,OUT013,1843.9746139994859
FDP12,OUT018,396.2695417569472
NCN26,OUT049,1945.924849494631
FDK44,OUT013,2784.547324352081
FDC28,OUT049,1859.8561337124913
FDJ41,OUT027,5617.585891574714
NCT29,OUT035,2097.281468746983
NCH42,OUT019,1696.4083749092433
FDU60,OUT018,2421.0260480907928
FDS02,OUT045,3014.6258048365353
FDC51,OUT046,2033.163843113081
FDU03,OUT013,2961.268464117848
FDX39,OUT045,3330.6454754839388
NCY05,OUT010,-1313.0848884496024
NCL06,OUT027,5522.878606801992
FDD32,OUT035,1507.0910896349767
NCN41,OUT045,1873.7784420656199
NCX53,OUT049,2340.375591277444
FDU57,OUT019,516.6099471102424
FDQ23,OUT046,1693.2283200851568
FDQ52,OUT045,3846.0461547331406
FDC14,OUT045,663.3640040936053
FDY09,OUT035,2964.4426066840747
FDQ28,OUT045,2467.3579338936197
FDV25,OUT046,3507.4932974922763
FDJ07,OUT035,2030.0325896296208
DRB25,OUT049,1788.4243711809838
FDK52,OUT019,1655.4704962262672
FDY52,OUT027,2509.3098062389945
FDB28,OUT046,3131.556352183316
FDT36,OUT035,751.0208120721934
FDV25,OUT017,3628.351655242737
NCN07,OUT027,3519.3705840577377
FDC57,OUT017,3210.001107214275
FDQ03,OUT018,3501.340850155473
FDU23,OUT017,2775.984471560274
NCX41,OUT035,3493.5129837276595
NCD06,OUT035,891.0018083041834
FDW08,OUT045,1626.0974252060637
NCU29,OUT017,2406.1019805428873
NCE06,OUT013,2562.0200760508906
FDV52,OUT010,-16.959158539180976
FDB02,OUT017,2964.9625178138526
NCR18,OUT045,641.7590736850821
FDK16,OUT049,1647.0390226929142
NCQ29,OUT010,2116.8805997755617
FDZ01,OUT019,-161.80015459042488
FDW27,OUT035,2665.964419177091
FDD17,OUT018,3496.0331499534427
FDW39,OUT013,2891.753143352891
DRH59,OUT045,1106.748307177199
FDS52,OUT013,1692.5507295656562
FDU40,OUT027,4555.140978253861
NCF54,OUT013,2765.155505128558
FDH46,OUT045,1643.0083120800891
NCP14,OUT049,1728.8227139573441
FDH50,OUT049,3098.1177452706133
DRF15,OUT010,524.1083869726602
FDV27,OUT027,2919.138933988488
NCJ06,OUT049,2002.4166170012086
FDN02,OUT018,2973.6823128676006
FDQ51,OUT049,925.8212809183024
FDQ07,OUT017,3661.2274134762997
FDS45,OUT049,1849.3313499504736
NCJ06,OUT045,1852.5154842742695
FDD36,OUT035,2039.9171219706986
FDY25,OUT045,2841.4015484555875
FDU52,OUT046,2472.9677536138056
DRK47,OUT017,3680.858423183359
NCL30,OUT017,2133.8951299385058
