Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRN36,OUT049,1677.243205097888
NCY06,OUT035,2178.5103939088094
FDE52,OUT035,1683.7003192351956
NCB54,OUT045,1960.3292567226863
NCF31,OUT035,2539.7246137621355
FDJ08,OUT027,4376.715457821442
NCC07,OUT017,1820.1089418621546
NCD19,OUT027,2368.181786639122
FDL46,OUT049,2039.9430648882872
FDM20,OUT045,3761.140434441408
NCI06,OUT010,942.6426339398704
DRM11,OUT035,4120.1880416334325
NCH07,OUT018,2198.8492489374225
FDS23,OUT013,2089.803577962675
FDO49,OUT018,672.3758813391735
FDS35,OUT049,1206.945467572585
DRK39,OUT045,1307.0955782590179
DRI39,OUT049,1081.142472470906
FDV04,OUT017,2616.0076203503627
NCN14,OUT035,2965.0453305627516
FDH08,OUT013,3640.2250089426498
FDS20,OUT046,2876.4738684186887
FDV40,OUT049,1390.4239714306982
FDZ48,OUT010,-82.97202662891789
FDS24,OUT027,2920.5702106724393
FDK44,OUT049,2816.3243850178137
FDS48,OUT045,2355.6321571059393
FDK26,OUT010,1120.2528271497974
FDD23,OUT045,2944.1060007325304
NCH54,OUT017,2624.4053859935625
NCP14,OUT010,-190.89846401312423
FDM60,OUT010,-1076.7623233155457
FDV24,OUT017,2494.6306411666774
FDH08,OUT018,3301.1402714519622
FDS12,OUT027,3432.3648995104795
FDR39,OUT027,4251.135801276143
FDP12,OUT027,2170.4707023239243
DRF60,OUT027,5063.949062455025
FDC09,OUT035,1878.563214435968
FDF50,OUT018,2816.633609168636
FDG28,OUT035,3963.458419417528
NCE19,OUT017,1048.0956004730817
NCM53,OUT010,-132.7312425870806
NCN18,OUT049,1895.491723877953
FDF32,OUT035,3250.5652264748333
FDF11,OUT013,3803.142530940554
DRI59,OUT049,3576.379860673776
NCG54,OUT035,2778.676414093811
FDM44,OUT046,1674.5601597452392
FDT57,OUT018,3407.868046611473
FDV24,OUT046,2387.5930780876147
FDI50,OUT019,1733.5987691519967
FDS09,OUT035,1096.880946314535
NCC31,OUT027,3859.414186074402
FDQ07,OUT019,1566.1975345188962
FDC22,OUT017,3122.945453424385
FDZ56,OUT046,2681.8235281712323
FDZ40,OUT019,-888.8750969436169
FDS46,OUT027,3382.8178309482855
DRD24,OUT045,2172.451786237285
FDV45,OUT017,3073.5083713654226
FDL26,OUT045,2406.011125370016
FDA56,OUT018,1737.152122445485
FDN27,OUT046,1917.0946170491998
FDM20,OUT049,3896.4511149425157
FDO16,OUT017,1513.5540107052284
FDL03,OUT035,3252.831060793194
FDE58,OUT046,1895.8959461377149
FDI02,OUT027,3266.43903996931
NCC55,OUT019,-1157.2410916203849
FDR03,OUT018,3001.032730087632
FDB14,OUT017,1660.5522308062864
FDR45,OUT013,3780.2614666000845
NCN07,OUT017,2171.2290474243414
FDM51,OUT019,-123.26948674132336
FDT52,OUT027,5257.200146679922
FDL26,OUT046,2440.45291445866
NCZ42,OUT046,3689.919869272673
DRI47,OUT019,455.89608487117744
FDW40,OUT013,2313.231982806748
FDN34,OUT046,2729.9055019929338
FDS01,OUT035,2963.3610749993454
NCG55,OUT045,1803.1214932086198
FDC11,OUT035,1566.4147159890815
FDX35,OUT018,3283.0938494854945
NCB06,OUT046,2497.452883851676
FDR09,OUT019,2137.5252442553874
FDC53,OUT017,1723.8940380278043
FDY45,OUT013,4000.855303608177
FDA22,OUT010,773.8417310453788
FDE02,OUT035,1694.618283855785
FDW21,OUT045,1661.6660186882539
FDV34,OUT046,1310.9858921330087
FDS59,OUT049,1920.498789980591
NCW17,OUT017,2145.3614845451807
NCK54,OUT046,1879.5539551660186
FDG17,OUT019,1973.4526601633797
FDG35,OUT017,2890.9481912750493
FDD08,OUT010,-1131.2015998168868
NCO07,OUT017,3385.3829767217385
FDJ10,OUT010,397.9157565762639
FDW36,OUT017,1810.4083648844062
FDW21,OUT010,-131.78446381929587
FDY19,OUT017,2020.4949454749358
DRE03,OUT013,881.3602101750291
NCC55,OUT049,792.9144368985449
FDH52,OUT010,-715.0529363852293
FDO09,OUT017,4203.447308459467
FDU43,OUT045,3690.7170449771634
FDX09,OUT010,881.978489058251
FDH40,OUT019,-441.6520351803453
FDW58,OUT017,1831.6898628446806
FDC47,OUT017,3610.817577975417
NCR41,OUT035,1687.3895903734583
DRG49,OUT035,3903.2728148139954
FDC52,OUT027,3899.454889800867
FDY13,OUT046,1277.567428077331
FDY35,OUT013,906.4392613889563
FDI35,OUT017,2966.366462659692
NCU18,OUT049,2324.0982835994478
FDY33,OUT018,2267.8215411567917
FDC15,OUT027,3873.740391858477
FDU01,OUT049,3080.749062799595
NCU42,OUT046,2659.624296236697
NCV29,OUT018,2510.184914335344
NCY30,OUT017,2956.8258577542006
FDQ46,OUT049,1904.6826708199815
FDG58,OUT027,3892.7253950166896
FDK33,OUT017,3442.913686525131
NCD07,OUT045,1791.0661469772556
NCX29,OUT027,3682.613797539838
NCT42,OUT013,2382.0016821399795
DRN59,OUT035,956.4903317286594
FDI44,OUT035,1459.328569698867
FDA45,OUT049,2859.485328461007
FDP31,OUT045,1077.4841022961264
FDY01,OUT046,1866.8828091487921
FDT09,OUT018,1918.9545633111309
DRH03,OUT027,2985.1580661036287
FDA36,OUT018,2682.3228756063477
NCF31,OUT017,2513.9342452237793
FDG14,OUT049,2544.325787833764
FDG28,OUT027,5265.396531679243
FDU14,OUT049,3971.717380831968
FDY47,OUT019,285.5223253247925
FDI56,OUT049,1586.6256942266984
DRD01,OUT013,1049.3422123226933
FDM22,OUT046,1036.540332634989
FDH33,OUT013,801.5981108121603
DRZ24,OUT013,1921.1739863554174
NCQ38,OUT046,1706.6110244002875
FDO16,OUT027,2845.7615871355247
FDU07,OUT027,3795.053329251783
NCB07,OUT013,3041.6502825720504
FDU48,OUT045,2061.81296103719
NCM43,OUT045,2535.556643032737
FDR31,OUT010,479.4526718543261
DRK49,OUT018,485.5270591511128
NCI30,OUT010,1884.731970859051
DRD60,OUT017,2932.3841626906737
NCG19,OUT046,3582.468434048203
FDH12,OUT035,1852.3774111654618
FDM32,OUT035,1675.1135151022052
FDM27,OUT035,2620.48436371185
NCU53,OUT027,4032.5598853674537
NCQ18,OUT046,1571.3659917097493
FDS10,OUT013,2859.7025213386532
FDB33,OUT027,3933.2891840028224
FDI12,OUT013,1497.4711515795386
NCW42,OUT013,3448.134349079402
NCC06,OUT018,1779.7704341794974
FDW02,OUT017,2183.0873199574226
NCD43,OUT017,1800.1298113284133
FDM57,OUT018,1157.9065100086036
FDA58,OUT017,3761.0218987281387
FDK56,OUT046,2879.5965218025904
FDP52,OUT045,3590.4928144225687
FDW20,OUT018,1741.1899861219665
FDS52,OUT049,1767.1002213816757
NCT29,OUT018,1637.723544485754
NCL54,OUT013,2776.701747449818
FDC05,OUT045,3067.514578456421
FDF34,OUT035,3278.888369428151
FDP03,OUT027,3467.393975516701
FDD32,OUT010,-425.560484186081
FDZ10,OUT045,2014.4566709338624
FDZ40,OUT035,1115.436020580115
FDD51,OUT018,520.3326636142808
NCY30,OUT019,952.0745411060809
FDP58,OUT017,3467.9379624779535
FDV49,OUT017,4196.572619622281
FDY24,OUT019,-932.2752976669419
NCO55,OUT017,1813.36035079696
FDR13,OUT017,2048.1331844264923
FDS51,OUT017,1196.2004104819985
FDP26,OUT045,1628.0667586162315
NCB54,OUT027,3472.4089605176296
FDF32,OUT017,3183.2613582045146
FDN31,OUT018,2691.532603853599
DRM48,OUT017,754.8518900874603
FDN20,OUT049,2772.606827261778
DRL01,OUT046,3650.330722636715
FDV56,OUT049,1903.3423897483842
DRH13,OUT027,3167.5618294344886
FDA03,OUT017,2467.8703123242494
FDF47,OUT027,4886.587448617889
FDX32,OUT046,2355.7927272681104
FDX57,OUT049,1730.9951910194463
NCA30,OUT045,2869.9118414611767
FDO49,OUT013,980.3810097501508
FDL04,OUT019,-177.11912279616513
DRM48,OUT035,810.4033323633187
FDR16,OUT013,3369.921515079496
NCC19,OUT018,2706.4610231887
NCE42,OUT045,3579.129352314271
FDY24,OUT017,1095.9996180225482
FDH19,OUT049,2865.206425062445
FDJ46,OUT013,2774.037621127791
FDN45,OUT010,1579.532985305895
FDY08,OUT035,2378.107247293178
FDZ37,OUT035,1644.8602011288692
NCT30,OUT045,770.2414613286077
DRY23,OUT018,511.5651752385679
NCZ30,OUT018,1681.7660720227057
FDC44,OUT018,1529.6389435482308
FDB45,OUT035,1866.5207838869812
FDY04,OUT013,2661.9668641082294
FDM27,OUT046,2578.16614638311
FDZ43,OUT017,3882.8449962587506
FDT39,OUT019,605.289896250815
NCC06,OUT019,168.29318282045233
FDL15,OUT027,3864.1578110424953
FDL57,OUT017,4118.806137722685
FDU08,OUT046,1636.7982707295873
FDK40,OUT017,4195.661875813
FDQ12,OUT010,1700.3618495582461
FDS48,OUT017,2517.891163582972
FDP09,OUT045,3254.099454996201
FDW21,OUT049,1788.082769770315
FDY25,OUT035,2997.5555671035854
DRE13,OUT017,1522.397137337108
FDV43,OUT019,-1079.2164678422482
FDD22,OUT045,1746.3710190600257
FDM46,OUT019,-393.1441764597054
NCO30,OUT010,1026.5242470067078
FDM25,OUT046,2776.324073690205
NCN41,OUT049,2049.6270803849097
FDU24,OUT045,1499.2128940386663
FDZ50,OUT046,2916.6680849200534
FDP45,OUT013,3974.4148240787176
NCM54,OUT045,1945.583157591775
FDW10,OUT019,889.5406676465489
FDP20,OUT017,2164.828042393262
FDK32,OUT046,2442.4967544475435
FDN52,OUT049,1571.812606627535
FDM58,OUT045,1811.3335400799212
FDZ46,OUT027,3222.5423838658735
NCA18,OUT018,1601.7300099639654
FDD35,OUT046,1979.4902095218954
NCK31,OUT035,1020.6269953914748
FDI40,OUT027,3089.2263921870745
FDT50,OUT019,-243.94321168748183
NCT06,OUT046,2579.061729929524
FDT31,OUT035,3103.5568325706568
FDT45,OUT049,1044.443005630213
FDT13,OUT045,2891.6702568813603
FDO50,OUT045,1444.5740483892098
NCU18,OUT010,349.37394046134887
NCR54,OUT049,3105.522295135648
NCO18,OUT018,2517.9279584333785
FDU09,OUT045,978.23649186588
FDT13,OUT018,2686.693973658526
FDE09,OUT046,1839.7250750391154
NCK53,OUT019,-218.3356133667819
FDG45,OUT049,3441.7083658708725
DRH15,OUT035,928.6528283334037
FDO21,OUT019,1691.2462779131238
FDD14,OUT027,4272.278948593283
FDC09,OUT046,1735.2583828381048
FDH45,OUT027,2248.5118290436767
FDV32,OUT046,1116.0810004630564
FDG12,OUT035,2131.7020767177883
FDS32,OUT013,2325.4995467982935
NCL55,OUT018,3583.6132692786155
DRE01,OUT035,3847.310796270482
DRE15,OUT049,1388.2523824668128
NCL42,OUT045,3739.329135250007
FDP31,OUT013,1146.568712340733
FDN33,OUT018,1298.2403456091147
FDZ59,OUT046,2629.2812040468625
FDE45,OUT010,944.9022423442484
FDJ07,OUT013,1972.1622413305597
FDQ45,OUT018,2686.259065738846
FDM33,OUT027,4820.740633487426
FDO15,OUT010,-516.3419834439628
FDM46,OUT013,1533.793310964004
FDR03,OUT045,3210.445513007711
FDY49,OUT018,2415.9318972021074
FDQ60,OUT045,1888.7129532700478
FDW10,OUT049,2886.842542504872
FDO51,OUT049,967.817903872977
FDJ40,OUT018,1549.3349273873564
FDS20,OUT018,2597.046892488454
FDU45,OUT013,1913.2327248212148
FDV02,OUT035,2812.8219189171164
FDN09,OUT046,3759.5424266500586
NCM55,OUT027,4317.344216818054
FDN23,OUT018,2073.0839877467365
FDY31,OUT010,453.7948985140779
FDW03,OUT010,-65.91444081139423
FDD14,OUT046,2834.748189295589
FDV23,OUT017,2112.5886273945384
DRI03,OUT045,2697.948806666108
FDN13,OUT035,1739.768478420796
FDF45,OUT027,2528.0275649594105
FDU46,OUT035,1659.7078064543311
FDB57,OUT049,3605.255484044635
FDV12,OUT049,1795.3538920131882
FDQ58,OUT013,2456.497363541497
NCA18,OUT017,1957.1897992754427
FDH52,OUT049,1230.2131664856724
FDM24,OUT018,2153.153405916073
NCP43,OUT027,4249.016112462949
NCO18,OUT019,906.5792131436062
FDM32,OUT017,1630.1341601562565
NCL07,OUT017,809.7743783607266
FDK03,OUT013,3985.350500321544
FDP59,OUT017,1820.8102554018074
FDQ24,OUT049,3992.8619561542237
FDQ16,OUT018,1521.872259212642
FDU44,OUT013,2619.8779005636634
FDH28,OUT010,-1128.7067076013432
FDV28,OUT019,-1198.0094220345084
FDM22,OUT045,949.3299754300367
FDR56,OUT046,3090.0385599657607
FDV39,OUT049,3194.224766199551
FDU37,OUT019,-497.45566833815604
FDQ11,OUT010,2171.048159653379
FDX02,OUT045,3416.284332146189
NCS42,OUT018,1233.7707628014027
FDY57,OUT027,3004.0356566246137
FDB21,OUT049,3809.6501774290205
FDE28,OUT017,3686.204337710426
FDQ55,OUT017,2002.9085351162441
FDA48,OUT049,3535.203666340385
FDZ19,OUT045,2677.5046788214904
NCC43,OUT045,3803.4152106645843
NCV18,OUT046,1330.1896044258738
NCA42,OUT018,2234.0399354000347
FDY45,OUT046,3969.843904886976
NCC30,OUT045,2734.929817536662
FDM57,OUT013,1498.5802390060765
FDL09,OUT010,756.7587183019623
FDB09,OUT027,3434.045425108532
FDT44,OUT035,2047.9055053993575
NCT06,OUT027,3995.8609536515905
FDX26,OUT049,2961.5550787811926
FDK32,OUT013,2509.6268847271763
DRA12,OUT046,2260.1124372657964
FDO46,OUT010,1144.3938761218462
FDE52,OUT013,1534.933142711111
NCH42,OUT045,3495.82161825249
FDV08,OUT035,941.3188444810842
FDB47,OUT018,3011.6190817547867
FDC28,OUT010,-66.83826543390217
FDD22,OUT046,1832.6802845765433
FDS07,OUT027,3276.7015831687195
DRI13,OUT045,3306.6726458565217
FDG32,OUT018,3150.836817967613
FDU14,OUT017,3982.4470949873316
FDD28,OUT019,-825.4962681579153
NCP41,OUT017,1875.364381319111
FDS08,OUT049,2854.428637197409
FDX47,OUT045,2490.295053745438
FDC53,OUT019,-179.3053070003955
FDQ19,OUT035,3936.3008228864182
FDL14,OUT045,2451.694999342336
FDM33,OUT019,1557.4263083985666
FDA51,OUT045,1784.9290268453892
FDZ27,OUT018,632.2044070011825
FDT04,OUT046,753.8471894175747
DRC13,OUT049,2132.335302576769
FDR16,OUT027,4788.417022079408
FDQ03,OUT027,5117.045162341745
FDE38,OUT035,2798.2253466146785
DRH23,OUT027,2362.2801512757487
FDT11,OUT019,1140.845620511837
FDD09,OUT035,2980.98744698895
FDR40,OUT045,1383.0295981999216
FDX07,OUT017,3037.352718517944
FDR07,OUT035,1732.2682816438355
FDA51,OUT017,1961.9000588491904
FDT59,OUT019,1739.2574967537298
FDF20,OUT017,3167.0279573164153
FDR13,OUT045,1859.1260573100762
FDY26,OUT049,3420.7064240827285
FDW04,OUT017,2232.7207766511588
FDK52,OUT017,3619.3061298966104
FDN60,OUT049,2572.0307083476664
FDM09,OUT019,853.6507403521748
FDP46,OUT049,1553.4300269850569
FDB50,OUT019,-589.1499641541573
NCQ29,OUT049,4045.744044746173
FDP16,OUT027,5226.960212273464
FDX33,OUT018,2300.9763378449834
FDP07,OUT010,1221.6503129357095
FDN22,OUT046,3890.949487890927
FDF39,OUT049,4196.558482387713
FDS21,OUT017,1219.1621866157582
NCM42,OUT013,1771.080365425982
FDK50,OUT019,741.86084232796
DRF13,OUT027,3746.291324440439
FDH35,OUT018,2320.673258038901
FDP60,OUT018,1367.8687013356716
DRJ49,OUT027,3503.6332951661752
NCT42,OUT019,489.72852070764816
FDE38,OUT049,2749.8855235993074
FDI04,OUT049,3235.574392755978
NCH54,OUT045,2408.7938114681924
FDT56,OUT049,1148.9975410862157
DRD15,OUT018,3311.973742306808
FDV58,OUT013,3090.29753773017
FDP21,OUT049,3084.2807685032835
FDH05,OUT013,3675.625957783673
FDR10,OUT027,3996.151198817335
NCP06,OUT045,2293.64705604666
FDF33,OUT049,1851.1147094251282
DRK37,OUT013,2988.3348037895203
DRH49,OUT045,1347.1997316673326
FDT58,OUT013,2671.570745432948
FDD41,OUT018,1471.3974986914152
FDP40,OUT018,1581.3399884968876
FDM51,OUT027,3143.2448091085553
FDO45,OUT010,-375.34488604377555
FDW33,OUT010,-154.3096900278357
FDY24,OUT045,972.1880359288564
FDB10,OUT010,1806.574828963547
FDM40,OUT035,2367.4857784176597
NCI06,OUT017,2921.581920133985
FDW12,OUT019,481.8451015121848
FDX48,OUT027,3926.8266532492653
NCW05,OUT027,3107.8043889404016
FDX27,OUT017,1693.5964280210958
DRM37,OUT045,3001.4162101692896
FDA38,OUT045,3698.63553557717
FDR36,OUT046,773.8594184699332
FDZ45,OUT046,3103.531545491533
FDG05,OUT017,2644.8311982487303
FDK28,OUT013,4029.607308554284
FDV47,OUT045,1375.917072461447
FDN21,OUT045,2474.4413517631087
FDP20,OUT027,3473.942421565079
FDI35,OUT045,2804.0408041806454
DRY23,OUT013,837.4866409966262
FDA56,OUT017,2105.97220748159
FDB09,OUT013,2023.9013229472139
NCO26,OUT027,3286.3412189622168
FDQ49,OUT018,2258.6381985066328
FDI52,OUT027,3380.8592275455712
FDZ44,OUT027,3332.5311977328975
FDZ09,OUT018,2310.4977722786107
FDY03,OUT049,1966.1235377381854
NCG42,OUT017,2166.795078935475
DRI13,OUT027,4803.161198109044
FDQ32,OUT013,2103.6400305700863
FDW16,OUT035,1698.1305861792634
FDU27,OUT046,854.6214791672345
FDR28,OUT010,764.2714342519084
FDQ49,OUT010,684.6974287650633
FDS37,OUT046,1894.3892154063547
FDW26,OUT018,3182.7438463615495
FDX12,OUT018,3516.877176716657
NCP06,OUT013,2407.0408944842757
FDW45,OUT010,454.0123292878061
NCN30,OUT049,1643.4005586791566
FDN24,OUT049,1023.9956801220451
NCL41,OUT027,2047.3156110563405
FDR02,OUT019,-53.93994050034598
FDD09,OUT010,994.7552248571374
FDS33,OUT010,-346.80590657534924
FDU22,OUT045,1864.3600772718348
FDI53,OUT013,2618.944136749493
DRH01,OUT049,2819.86020868206
FDX32,OUT013,2341.464393549772
NCP30,OUT018,460.87292514686783
FDB60,OUT045,3020.0737542093134
FDB14,OUT049,1663.2593964272196
NCP02,OUT035,1142.50056396876
FDJ10,OUT017,2363.307350356962
FDG34,OUT046,1861.9397030041955
NCB18,OUT017,1543.2868183412004
FDM16,OUT049,1409.3563957571762
FDW25,OUT018,1151.2112853421215
FDB35,OUT010,-319.3075366082511
DRN11,OUT013,2257.9780157503637
FDF41,OUT019,1929.7929012169357
FDH16,OUT045,1414.747607786794
NCQ50,OUT018,3019.775051342087
DRH23,OUT018,672.4027535273312
DRJ37,OUT013,2423.4529769329115
DRJ24,OUT027,4275.726411033864
FDY16,OUT035,3048.1830278292728
FDQ27,OUT045,1711.9421546083386
FDZ33,OUT045,2289.3140918102936
FDF29,OUT045,2104.799917431714
FDA08,OUT049,2719.047137892393
FDG31,OUT046,1149.8495511934711
FDE34,OUT019,1054.9162521175156
NCR30,OUT027,2642.9651267989184
FDV33,OUT035,4182.176777826592
DRZ24,OUT018,1673.5491078644932
NCL54,OUT035,2836.5750270581575
FDR12,OUT049,2869.811462912391
NCC54,OUT046,3699.3362322623475
DRN59,OUT013,874.760992971246
FDX50,OUT019,-76.14667340692017
FDV31,OUT027,4210.095693121932
NCA29,OUT027,4126.450708770652
FDW60,OUT049,2936.383474476482
FDX08,OUT017,2983.720749993802
DRD49,OUT013,3636.2537425975456
FDD33,OUT046,3569.2274799520474
FDW35,OUT013,843.9271717914601
FDJ36,OUT017,1805.7738740338696
FDV51,OUT035,2778.6443816967394
FDW36,OUT046,1740.3061588274982
FDH35,OUT046,2607.516758241436
NCS30,OUT027,3481.998167196516
FDN49,OUT017,847.7610120140762
FDL08,OUT018,3542.825260122161
FDI09,OUT013,3766.994720889597
FDP19,OUT018,1769.3956829291744
FDU21,OUT010,-1189.2548324324575
NCP41,OUT045,1684.8588536802285
FDY10,OUT013,1869.7325533671242
FDP12,OUT018,478.2325998708925
NCN26,OUT049,1959.9723943642236
FDK44,OUT013,2758.9293832973867
FDC28,OUT049,1878.0436350080188
FDJ41,OUT027,5497.948155544075
NCT29,OUT035,2103.4329218750304
NCH42,OUT019,1668.0647252529611
FDU60,OUT018,2407.203856819189
FDS02,OUT045,2975.2818995647817
FDC51,OUT046,2044.4076955319806
FDU03,OUT013,2930.701179804875
FDX39,OUT045,3285.297271048772
NCY05,OUT010,-1192.5515089051864
NCL06,OUT027,5400.69040357413
FDD32,OUT035,1551.3349297280713
NCN41,OUT045,1895.0564184513237
NCX53,OUT049,2338.742939566263
FDU57,OUT019,540.0630920265942
FDQ23,OUT046,1718.0742960007033
FDQ52,OUT045,3770.274809128632
FDC14,OUT045,746.2043068983636
FDY09,OUT035,2936.0322364539284
FDQ28,OUT045,2462.2701723580976
FDV25,OUT046,3443.7266622456464
FDJ07,OUT035,2045.3841942971717
DRB25,OUT049,1800.1385176035003
FDK52,OUT019,1625.6242878534094
FDY52,OUT027,2539.483021824909
FDB28,OUT046,3081.8371665160653
FDT36,OUT035,820.3139036951889
FDV25,OUT017,3565.7001572571976
NCN07,OUT027,3496.128728974116
FDC57,OUT017,3170.0596553193977
FDQ03,OUT018,3433.282149462557
FDU23,OUT017,2757.4482140532527
NCX41,OUT035,3438.289741733918
NCD06,OUT035,951.8693700960655
FDW08,OUT045,1652.8516817075729
NCU29,OUT017,2401.0469800838187
NCE06,OUT013,2544.422444482973
FDV52,OUT010,37.05871902691217
FDB02,OUT017,2936.6648892303087
NCR18,OUT045,724.3548719207873
FDK16,OUT049,1680.333899446406
NCQ29,OUT010,2066.208889158883
FDZ01,OUT019,-93.9332586982739
FDW27,OUT035,2639.4490332257337
FDD17,OUT018,3430.0613970722684
FDW39,OUT013,2866.572616072224
DRH59,OUT045,1156.112417469853
FDS52,OUT013,1727.3767793439204
FDU40,OUT027,4485.029576753227
NCF54,OUT013,2744.2287621785176
FDH46,OUT045,1677.4152821740095
NCP14,OUT049,1745.7260667113287
FDH50,OUT049,3063.799980931907
DRF15,OUT010,554.3292942177932
FDV27,OUT027,2927.3992643759275
NCJ06,OUT049,2015.2478552035745
FDN02,OUT018,2931.080089933035
FDQ51,OUT049,994.000637075369
FDQ07,OUT017,3595.8419820993154
FDS45,OUT049,1870.0410068036401
NCJ06,OUT045,1876.9751874240426
FDD36,OUT035,2055.5139275269885
FDY25,OUT045,2819.8382736905282
FDU52,OUT046,2457.4376234733613
DRK47,OUT017,3604.9543202877244
NCL30,OUT017,2142.07775442198
FDN22,OUT035,4044.6317388488087
