Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA09,OUT013,2736.9684298755187
FDT04,OUT013,637.5735090128758
FDL58,OUT019,542.9755395973153
FDE52,OUT045,1301.3658512820502
FDW12,OUT035,2384.015126168224
FDL51,OUT017,3790.5056012269933
NCY42,OUT027,3175.335988157896
FDR07,OUT017,1517.634856621005
FDN40,OUT045,2384.015126168224
FDB35,OUT027,2513.079854666666
FDA22,OUT017,2384.015126168224
NCL06,OUT046,4311.57625131579
FDI35,OUT013,3389.2269793548367
NCW42,OUT045,3790.5056012269933
NCX06,OUT049,2736.9684298755187
FDC37,OUT027,3175.335988157896
FDZ14,OUT018,1951.1466188153313
DRG49,OUT049,3573.328424242422
NCG06,OUT045,4131.978437869821
DRC36,OUT045,2997.407679041916
FDV21,OUT019,286.41777051282054
FDB53,OUT046,2539.394235877862
DRP47,OUT019,542.9755395973153
FDA14,OUT013,2346.648786938777
DRC24,OUT035,2539.394235877862
FDW21,OUT018,1740.9861528571432
NCH29,OUT046,1517.634856621005
FDU58,OUT013,3087.507511282049
FDY27,OUT017,2736.9684298755187
FDV56,OUT035,1740.9861528571432
FDT59,OUT046,4077.7580207920805
FDB23,OUT046,3790.5056012269933
FDR49,OUT045,754.5960957264958
FDB03,OUT010,542.9755395973153
FDN39,OUT045,2811.1814032128505
FDX02,OUT027,5669.163351428568
FDQ16,OUT027,3175.335988157896
FDU35,OUT018,1517.634856621005
NCT29,OUT013,2109.088761951219
FDZ27,OUT046,754.5960957264958
FDN57,OUT017,1951.1466188153313
FDA03,OUT018,2346.648786938777
FDZ36,OUT045,3389.2269793548367
NCU05,OUT013,1432.8474242914976
FDT39,OUT018,2346.648786938777
FDK60,OUT017,1517.634856621005
FDZ25,OUT017,2811.1814032128505
FDG12,OUT046,2200.9283177215193
DRB01,OUT019,542.9755395973153
NCC43,OUT027,5669.163351428568
FDX13,OUT019,542.9755395973153
FDM22,OUT049,876.3205797979806
FDJ03,OUT027,1378.2631852760744
FDU14,OUT018,3327.9525829268296
FDB33,OUT010,384.48867398374017
FDP27,OUT046,3087.507511282049
FDO38,OUT010,130.33349056603777
FDE28,OUT027,5669.163351428568
FDO27,OUT035,1517.634856621005
DRL23,OUT027,3175.335988157896
FDS28,OUT046,876.3205797979806
FDX24,OUT013,1301.3658512820502
FDZ02,OUT035,1517.634856621005
FDL46,OUT045,1874.4309598591558
FDS60,OUT027,5669.163351428568
NCO06,OUT017,552.5502107784431
FDO16,OUT035,1301.3658512820502
FDC60,OUT049,1432.8474242914976
FDA48,OUT018,3327.9525829268296
FDZ36,OUT027,5669.163351428568
FDK27,OUT045,2200.9283177215193
FDW23,OUT018,637.5735090128758
FDM14,OUT018,1583.2723999999998
FDM14,OUT013,1583.2723999999998
FDW60,OUT018,2736.9684298755187
FDE21,OUT013,1874.4309598591558
NCM42,OUT035,1740.9861528571432
FDY59,OUT010,230.00859181286538
DRI49,OUT049,1432.8474242914976
FDT28,OUT019,384.48867398374017
FDQ22,OUT018,637.5735090128758
FDR60,OUT049,1432.8474242914976
FDC50,OUT019,230.00859181286538
FDV24,OUT013,2346.648786938777
DRF48,OUT010,542.9755395973153
FDQ47,OUT046,552.5502107784431
DRN36,OUT049,1517.634856621005
NCY06,OUT035,1951.1466188153313
FDE52,OUT035,1301.3658512820502
NCB54,OUT045,1951.1466188153313
NCF31,OUT035,2539.394235877862
FDJ08,OUT027,5669.163351428568
NCC07,OUT017,1740.9861528571432
NCD19,OUT027,1378.2631852760744
FDL46,OUT049,1874.4309598591558
FDM20,OUT045,4077.7580207920805
NCI06,OUT010,384.48867398374017
DRM11,OUT035,4311.57625131579
NCH07,OUT018,2346.648786938777
FDS23,OUT013,2109.088761951219
FDO49,OUT018,754.5960957264958
FDS35,OUT049,1103.1862133333334
DRK39,OUT045,1432.8474242914976
DRI39,OUT049,876.3205797979806
FDV04,OUT017,2384.015126168224
NCN14,OUT035,2880.9695613636377
FDH08,OUT013,4077.7580207920805
FDS20,OUT046,3389.2269793548367
FDV40,OUT049,1103.1862133333334
FDZ48,OUT010,230.00859181286538
FDS24,OUT027,2513.079854666666
FDK44,OUT049,2997.407679041916
FDS48,OUT045,2539.394235877862
FDK26,OUT010,542.9755395973153
FDD23,OUT045,3087.507511282049
NCH54,OUT017,2811.1814032128505
NCP14,OUT010,230.00859181286538
FDM60,OUT010,130.33349056603777
FDV24,OUT017,2384.015126168224
FDH08,OUT018,3327.9525829268296
FDS12,OUT027,3175.335988157896
FDR39,OUT027,5669.163351428568
FDP12,OUT027,1378.2631852760744
DRF60,OUT027,5669.163351428568
FDC09,OUT035,1740.9861528571432
FDF50,OUT018,3087.507511282049
FDG28,OUT035,4077.7580207920805
NCE19,OUT017,876.3205797979806
NCM53,OUT010,230.00859181286538
NCN18,OUT049,1740.9861528571432
FDF32,OUT035,3087.507511282049
FDF11,OUT013,4077.7580207920805
DRI59,OUT049,3790.5056012269933
NCG54,OUT035,2811.1814032128505
FDM44,OUT046,1583.2723999999998
FDT57,OUT018,3327.9525829268296
FDV24,OUT046,2384.015126168224
FDI50,OUT019,542.9755395973153
FDS09,OUT035,754.5960957264958
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,542.9755395973153
FDC22,OUT017,3087.507511282049
FDZ56,OUT046,2811.1814032128505
FDZ40,OUT019,130.33349056603777
FDS46,OUT027,3175.335988157896
DRD24,OUT045,1951.1466188153313
FDV45,OUT017,3087.507511282049
FDL26,OUT045,2539.394235877862
FDA56,OUT018,2200.9283177215193
FDN27,OUT046,1874.4309598591558
FDM20,OUT049,4077.7580207920805
FDO16,OUT017,1262.9388238410597
FDL03,OUT035,2880.9695613636377
FDE58,OUT046,1874.4309598591558
FDI02,OUT027,3175.335988157896
NCC55,OUT019,130.33349056603777
FDR03,OUT018,3327.9525829268296
FDB14,OUT017,1262.9388238410597
FDR45,OUT013,4077.7580207920805
NCN07,OUT017,1951.1466188153313
FDM51,OUT019,230.00859181286538
FDT52,OUT027,5669.163351428568
FDL26,OUT046,2539.394235877862
NCZ42,OUT046,4077.7580207920805
DRI47,OUT019,384.48867398374017
FDW40,OUT013,2109.088761951219
FDN34,OUT046,2811.1814032128505
FDS01,OUT035,2736.9684298755187
NCG55,OUT045,1874.4309598591558
FDC11,OUT035,1432.8474242914976
FDX35,OUT018,3327.9525829268296
NCB06,OUT046,2811.1814032128505
FDR09,OUT019,542.9755395973153
FDC53,OUT017,1517.634856621005
FDY45,OUT013,4131.978437869821
FDA22,OUT010,384.48867398374017
FDE02,OUT035,1517.634856621005
FDW21,OUT045,1740.9861528571432
FDV34,OUT046,1103.1862133333334
FDS59,OUT049,1740.9861528571432
NCW17,OUT017,2200.9283177215193
NCK54,OUT046,1874.4309598591558
FDG17,OUT019,542.9755395973153
FDG35,OUT017,2997.407679041916
FDD08,OUT010,130.33349056603777
NCO07,OUT017,3790.5056012269933
FDJ10,OUT010,286.41777051282054
FDW36,OUT017,1583.2723999999998
FDW21,OUT010,230.00859181286538
FDY19,OUT017,1874.4309598591558
DRE03,OUT013,754.5960957264958
NCC55,OUT049,637.5735090128758
FDH52,OUT010,130.33349056603777
FDO09,OUT017,4311.57625131579
FDU43,OUT045,4077.7580207920805
FDX09,OUT010,384.48867398374017
FDH40,OUT019,230.00859181286538
FDW58,OUT017,1583.2723999999998
FDC47,OUT017,3573.328424242422
NCR41,OUT035,1517.634856621005
DRG49,OUT035,3573.328424242422
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.1862133333334
FDY35,OUT013,637.5735090128758
FDI35,OUT017,3389.2269793548367
NCU18,OUT049,2109.088761951219
FDY33,OUT018,2346.648786938777
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2880.9695613636377
NCU42,OUT046,2811.1814032128505
NCV29,OUT018,2736.9684298755187
NCY30,OUT017,2880.9695613636377
FDQ46,OUT049,1583.2723999999998
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3790.5056012269933
NCD07,OUT045,1874.4309598591558
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2346.648786938777
DRN59,OUT035,754.5960957264958
FDI44,OUT035,1432.8474242914976
FDA45,OUT049,2736.9684298755187
FDP31,OUT045,1103.1862133333334
FDY01,OUT046,1874.4309598591558
FDT09,OUT018,2200.9283177215193
DRH03,OUT027,2513.079854666666
FDA36,OUT018,3087.507511282049
NCF31,OUT017,2539.394235877862
FDG14,OUT049,2539.394235877862
FDG28,OUT027,5669.163351428568
FDU14,OUT049,4131.978437869821
FDY47,OUT019,286.41777051282054
FDI56,OUT049,1432.8474242914976
DRD01,OUT013,876.3205797979806
FDM22,OUT046,876.3205797979806
FDH33,OUT013,637.5735090128758
DRZ24,OUT013,1874.4309598591558
NCQ38,OUT046,1740.9861528571432
FDO16,OUT027,2513.079854666666
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2880.9695613636377
FDU48,OUT045,1951.1466188153313
NCM43,OUT045,2811.1814032128505
FDR31,OUT010,384.48867398374017
DRK49,OUT018,637.5735090128758
NCI30,OUT010,542.9755395973153
DRD60,OUT017,3389.2269793548367
NCG19,OUT046,3573.328424242422
FDH12,OUT035,1583.2723999999998
FDM32,OUT035,1301.3658512820502
FDM27,OUT035,2539.394235877862
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1517.634856621005
FDS10,OUT013,2736.9684298755187
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1432.8474242914976
NCW42,OUT013,3790.5056012269933
NCC06,OUT018,2200.9283177215193
FDW02,OUT017,1951.1466188153313
NCD43,OUT017,1740.9861528571432
FDM57,OUT018,1262.9388238410597
FDA58,OUT017,3573.328424242422
FDK56,OUT046,3389.2269793548367
FDP52,OUT045,4077.7580207920805
FDW20,OUT018,2200.9283177215193
FDS52,OUT049,1583.2723999999998
NCT29,OUT018,1951.1466188153313
NCL54,OUT013,2736.9684298755187
FDC05,OUT045,3087.507511282049
FDF34,OUT035,3087.507511282049
FDP03,OUT027,3175.335988157896
FDD32,OUT010,230.00859181286538
FDZ10,OUT045,2200.9283177215193
FDZ40,OUT035,876.3205797979806
FDD51,OUT018,637.5735090128758
NCY30,OUT019,384.48867398374017
FDP58,OUT017,3573.328424242422
FDV49,OUT017,4311.57625131579
FDY24,OUT019,130.33349056603777
NCO55,OUT017,1740.9861528571432
FDR13,OUT017,1874.4309598591558
FDS51,OUT017,876.3205797979806
FDP26,OUT045,1583.2723999999998
NCB54,OUT027,3175.335988157896
FDF32,OUT017,3087.507511282049
FDN31,OUT018,3087.507511282049
DRM48,OUT017,552.5502107784431
FDN20,OUT049,2811.1814032128505
DRL01,OUT046,4077.7580207920805
FDV56,OUT049,1740.9861528571432
DRH13,OUT027,3175.335988157896
FDA03,OUT017,2539.394235877862
FDF47,OUT027,5669.163351428568
FDX32,OUT046,2539.394235877862
FDX57,OUT049,1517.634856621005
NCA30,OUT045,2880.9695613636377
FDO49,OUT013,754.5960957264958
FDL04,OUT019,230.00859181286538
DRM48,OUT035,552.5502107784431
FDR16,OUT013,3573.328424242422
NCC19,OUT018,3087.507511282049
NCE42,OUT045,4077.7580207920805
FDY24,OUT017,876.3205797979806
FDH19,OUT049,2736.9684298755187
FDJ46,OUT013,2997.407679041916
FDN45,OUT010,542.9755395973153
FDY08,OUT035,1951.1466188153313
FDZ37,OUT035,1301.3658512820502
NCT30,OUT045,754.5960957264958
DRY23,OUT018,637.5735090128758
NCZ30,OUT018,2200.9283177215193
FDC44,OUT018,1874.4309598591558
FDB45,OUT035,1583.2723999999998
FDY04,OUT013,2346.648786938777
FDM27,OUT046,2811.1814032128505
FDZ43,OUT017,4077.7580207920805
FDT39,OUT019,384.48867398374017
NCC06,OUT019,286.41777051282054
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4131.978437869821
FDU08,OUT046,1517.634856621005
FDK40,OUT017,4311.57625131579
FDQ12,OUT010,542.9755395973153
FDS48,OUT017,2539.394235877862
FDP09,OUT045,3790.5056012269933
FDW21,OUT049,1517.634856621005
FDY25,OUT035,3389.2269793548367
DRE13,OUT017,1262.9388238410597
FDV43,OUT019,130.33349056603777
FDD22,OUT045,1583.2723999999998
FDM46,OUT019,230.00859181286538
NCO30,OUT010,542.9755395973153
FDM25,OUT046,2997.407679041916
NCN41,OUT049,2109.088761951219
FDU24,OUT045,1432.8474242914976
FDZ50,OUT046,3389.2269793548367
FDP45,OUT013,4131.978437869821
NCM54,OUT045,1951.1466188153313
FDW10,OUT019,384.48867398374017
FDP20,OUT017,1951.1466188153313
FDK32,OUT046,2539.394235877862
FDN52,OUT049,1432.8474242914976
FDM58,OUT045,1740.9861528571432
FDZ46,OUT027,3175.335988157896
NCA18,OUT018,1874.4309598591558
FDD35,OUT046,2200.9283177215193
NCK31,OUT035,754.5960957264958
FDI40,OUT027,2513.079854666666
FDT50,OUT019,230.00859181286538
NCT06,OUT046,2811.1814032128505
FDT31,OUT035,2880.9695613636377
FDT45,OUT049,876.3205797979806
FDT13,OUT045,3087.507511282049
FDO50,OUT045,1432.8474242914976
NCU18,OUT010,286.41777051282054
NCR54,OUT049,3087.507511282049
NCO18,OUT018,2736.9684298755187
FDU09,OUT045,876.3205797979806
FDT13,OUT018,3087.507511282049
FDE09,OUT046,1583.2723999999998
NCK53,OUT019,230.00859181286538
FDG45,OUT049,3790.5056012269933
DRH15,OUT035,637.5735090128758
FDO21,OUT019,542.9755395973153
FDD14,OUT027,5669.163351428568
FDC09,OUT046,1740.9861528571432
FDH45,OUT027,1378.2631852760744
FDV32,OUT046,1103.1862133333334
FDG12,OUT035,1874.4309598591558
FDS32,OUT013,2109.088761951219
NCL55,OUT018,3327.9525829268296
DRE01,OUT035,3573.328424242422
DRE15,OUT049,1301.3658512820502
NCL42,OUT045,4077.7580207920805
FDP31,OUT013,1103.1862133333334
FDN33,OUT018,1262.9388238410597
FDZ59,OUT046,2384.015126168224
FDE45,OUT010,384.48867398374017
FDJ07,OUT013,1874.4309598591558
FDQ45,OUT018,3389.2269793548367
FDM33,OUT027,5669.163351428568
FDO15,OUT010,130.33349056603777
FDM46,OUT013,1432.8474242914976
FDR03,OUT045,3790.5056012269933
FDY49,OUT018,2346.648786938777
FDQ60,OUT045,1874.4309598591558
FDW10,OUT049,2736.9684298755187
FDO51,OUT049,637.5735090128758
FDJ40,OUT018,1740.9861528571432
FDS20,OUT018,3389.2269793548367
FDU45,OUT013,1874.4309598591558
FDV02,OUT035,2811.1814032128505
FDN09,OUT046,4077.7580207920805
NCM55,OUT027,5669.163351428568
FDN23,OUT018,2346.648786938777
FDY31,OUT010,384.48867398374017
FDW03,OUT010,230.00859181286538
FDD14,OUT046,2880.9695613636377
FDV23,OUT017,1951.1466188153313
DRI03,OUT045,2736.9684298755187
FDN13,OUT035,1517.634856621005
FDF45,OUT027,1378.2631852760744
FDU46,OUT035,1301.3658512820502
FDB57,OUT049,3790.5056012269933
FDV12,OUT049,1517.634856621005
FDQ58,OUT013,2346.648786938777
NCA18,OUT017,1874.4309598591558
FDH52,OUT049,876.3205797979806
FDM24,OUT018,2346.648786938777
NCP43,OUT027,5669.163351428568
NCO18,OUT019,384.48867398374017
FDM32,OUT017,1262.9388238410597
NCL07,OUT017,552.5502107784431
FDK03,OUT013,4131.978437869821
FDP59,OUT017,1740.9861528571432
FDQ24,OUT049,4131.978437869821
FDQ16,OUT018,1583.2723999999998
FDU44,OUT013,2346.648786938777
FDH28,OUT010,130.33349056603777
FDV28,OUT019,130.33349056603777
FDM22,OUT045,876.3205797979806
FDR56,OUT046,3087.507511282049
FDV39,OUT049,3087.507511282049
FDU37,OUT019,130.33349056603777
FDQ11,OUT010,542.9755395973153
FDX02,OUT045,3790.5056012269933
NCS42,OUT018,1262.9388238410597
FDY57,OUT027,2513.079854666666
FDB21,OUT049,3573.328424242422
FDE28,OUT017,3573.328424242422
FDQ55,OUT017,1874.4309598591558
FDA48,OUT049,3573.328424242422
FDZ19,OUT045,2997.407679041916
NCC43,OUT045,4131.978437869821
NCV18,OUT046,1432.8474242914976
NCA42,OUT018,2346.648786938777
FDY45,OUT046,4131.978437869821
NCC30,OUT045,2736.9684298755187
FDM57,OUT013,1432.8474242914976
FDL09,OUT010,384.48867398374017
FDB09,OUT027,3175.335988157896
FDT44,OUT035,1874.4309598591558
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3389.2269793548367
FDK32,OUT013,2346.648786938777
DRA12,OUT046,2109.088761951219
FDO46,OUT010,542.9755395973153
FDE52,OUT013,1301.3658512820502
NCH42,OUT045,4077.7580207920805
FDV08,OUT035,637.5735090128758
FDB47,OUT018,3327.9525829268296
FDC28,OUT010,230.00859181286538
FDD22,OUT046,1874.4309598591558
FDS07,OUT027,3175.335988157896
DRI13,OUT045,3790.5056012269933
FDG32,OUT018,3327.9525829268296
FDU14,OUT017,4131.978437869821
FDD28,OUT019,130.33349056603777
NCP41,OUT017,1740.9861528571432
FDS08,OUT049,2736.9684298755187
FDX47,OUT045,2384.015126168224
FDC53,OUT019,230.00859181286538
FDQ19,OUT035,4077.7580207920805
FDL14,OUT045,2384.015126168224
FDM33,OUT019,542.9755395973153
FDA51,OUT045,1874.4309598591558
FDZ27,OUT018,754.5960957264958
FDT04,OUT046,637.5735090128758
DRC13,OUT049,2109.088761951219
FDR16,OUT027,5669.163351428568
FDQ03,OUT027,5669.163351428568
FDE38,OUT035,2384.015126168224
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,542.9755395973153
FDD09,OUT035,2736.9684298755187
FDR40,OUT045,1301.3658512820502
FDX07,OUT017,2880.9695613636377
FDR07,OUT035,1517.634856621005
FDA51,OUT017,1874.4309598591558
FDT59,OUT019,542.9755395973153
FDF20,OUT017,3087.507511282049
FDR13,OUT045,1874.4309598591558
FDY26,OUT049,3790.5056012269933
FDW04,OUT017,1951.1466188153313
FDK52,OUT017,3573.328424242422
FDN60,OUT049,2811.1814032128505
FDM09,OUT019,384.48867398374017
FDP46,OUT049,1432.8474242914976
FDB50,OUT019,130.33349056603777
NCQ29,OUT049,4311.57625131579
FDP16,OUT027,5669.163351428568
FDX33,OUT018,2346.648786938777
FDP07,OUT010,542.9755395973153
FDN22,OUT046,4131.978437869821
FDF39,OUT049,4311.57625131579
FDS21,OUT017,876.3205797979806
NCM42,OUT013,1740.9861528571432
FDK50,OUT019,384.48867398374017
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2346.648786938777
FDP60,OUT018,1517.634856621005
DRJ49,OUT027,3175.335988157896
NCT42,OUT019,384.48867398374017
FDE38,OUT049,2384.015126168224
FDI04,OUT049,3087.507511282049
NCH54,OUT045,2811.1814032128505
FDT56,OUT049,876.3205797979806
DRD15,OUT018,3327.9525829268296
FDV58,OUT013,2880.9695613636377
FDP21,OUT049,3087.507511282049
FDH05,OUT013,3573.328424242422
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2539.394235877862
FDF33,OUT049,1583.2723999999998
DRK37,OUT013,3087.507511282049
DRH49,OUT045,1301.3658512820502
FDT58,OUT013,2346.648786938777
FDD41,OUT018,1740.9861528571432
FDP40,OUT018,1740.9861528571432
FDM51,OUT027,2513.079854666666
FDO45,OUT010,230.00859181286538
FDW33,OUT010,230.00859181286538
FDY24,OUT045,876.3205797979806
FDB10,OUT010,542.9755395973153
FDM40,OUT035,1951.1466188153313
NCI06,OUT017,3389.2269793548367
FDW12,OUT019,384.48867398374017
FDX48,OUT027,4117.317712631579
NCW05,OUT027,3175.335988157896
FDX27,OUT017,1517.634856621005
DRM37,OUT045,3087.507511282049
FDA38,OUT045,4077.7580207920805
FDR36,OUT046,637.5735090128758
FDZ45,OUT046,3087.507511282049
FDG05,OUT017,2811.1814032128505
FDK28,OUT013,4311.57625131579
FDV47,OUT045,1432.8474242914976
FDN21,OUT045,2811.1814032128505
FDP20,OUT027,3175.335988157896
FDI35,OUT045,3389.2269793548367
DRY23,OUT013,637.5735090128758
FDA56,OUT017,2200.9283177215193
FDB09,OUT013,2109.088761951219
NCO26,OUT027,3175.335988157896
FDQ49,OUT018,2346.648786938777
FDI52,OUT027,3175.335988157896
FDZ44,OUT027,3175.335988157896
FDZ09,OUT018,2346.648786938777
FDY03,OUT049,1874.4309598591558
NCG42,OUT017,1951.1466188153313
DRI13,OUT027,5669.163351428568
FDQ32,OUT013,2109.088761951219
FDW16,OUT035,1432.8474242914976
FDU27,OUT046,754.5960957264958
FDR28,OUT010,384.48867398374017
FDQ49,OUT010,384.48867398374017
FDS37,OUT046,1874.4309598591558
FDW26,OUT018,3327.9525829268296
FDX12,OUT018,3327.9525829268296
NCP06,OUT013,2346.648786938777
FDW45,OUT010,384.48867398374017
NCN30,OUT049,1517.634856621005
FDN24,OUT049,876.3205797979806
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,230.00859181286538
FDD09,OUT010,384.48867398374017
FDS33,OUT010,230.00859181286538
FDU22,OUT045,1951.1466188153313
FDI53,OUT013,2346.648786938777
DRH01,OUT049,2736.9684298755187
FDX32,OUT013,2109.088761951219
NCP30,OUT018,637.5735090128758
FDB60,OUT045,3087.507511282049
FDB14,OUT049,1432.8474242914976
NCP02,OUT035,876.3205797979806
FDJ10,OUT017,1951.1466188153313
FDG34,OUT046,1740.9861528571432
NCB18,OUT017,1262.9388238410597
FDM16,OUT049,1103.1862133333334
FDW25,OUT018,1262.9388238410597
FDB35,OUT010,230.00859181286538
DRN11,OUT013,2109.088761951219
FDF41,OUT019,542.9755395973153
FDH16,OUT045,1432.8474242914976
NCQ50,OUT018,3327.9525829268296
DRH23,OUT018,876.3205797979806
DRJ37,OUT013,2346.648786938777
DRJ24,OUT027,5669.163351428568
FDY16,OUT035,2880.9695613636377
FDQ27,OUT045,1740.9861528571432
FDZ33,OUT045,2539.394235877862
FDF29,OUT045,2200.9283177215193
FDA08,OUT049,2811.1814032128505
FDG31,OUT046,1103.1862133333334
FDE34,OUT019,542.9755395973153
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4311.57625131579
DRZ24,OUT018,2200.9283177215193
NCL54,OUT035,2997.407679041916
FDR12,OUT049,2997.407679041916
NCC54,OUT046,3573.328424242422
DRN59,OUT013,754.5960957264958
FDX50,OUT019,230.00859181286538
FDV31,OUT027,5669.163351428568
NCA29,OUT027,4117.317712631579
FDW60,OUT049,2736.9684298755187
FDX08,OUT017,3389.2269793548367
DRD49,OUT013,3573.328424242422
FDD33,OUT046,3573.328424242422
FDW35,OUT013,637.5735090128758
FDJ36,OUT017,1740.9861528571432
FDV51,OUT035,2811.1814032128505
FDW36,OUT046,1583.2723999999998
FDH35,OUT046,2811.1814032128505
NCS30,OUT027,3175.335988157896
FDN49,OUT017,637.5735090128758
FDL08,OUT018,3327.9525829268296
FDI09,OUT013,3573.328424242422
FDP19,OUT018,1951.1466188153313
FDU21,OUT010,130.33349056603777
NCP41,OUT045,1740.9861528571432
FDY10,OUT013,1874.4309598591558
FDP12,OUT018,552.5502107784431
NCN26,OUT049,1874.4309598591558
FDK44,OUT013,2997.407679041916
FDC28,OUT049,1583.2723999999998
FDJ41,OUT027,5669.163351428568
NCT29,OUT035,1951.1466188153313
NCH42,OUT019,542.9755395973153
FDU60,OUT018,2346.648786938777
FDS02,OUT045,3087.507511282049
FDC51,OUT046,2200.9283177215193
FDU03,OUT013,2880.9695613636377
FDX39,OUT045,3790.5056012269933
NCY05,OUT010,130.33349056603777
NCL06,OUT027,5669.163351428568
FDD32,OUT035,1301.3658512820502
NCN41,OUT045,1951.1466188153313
NCX53,OUT049,2200.9283177215193
FDU57,OUT019,384.48867398374017
FDQ23,OUT046,1583.2723999999998
FDQ52,OUT045,4131.978437869821
FDC14,OUT045,637.5735090128758
FDY09,OUT035,2736.9684298755187
FDQ28,OUT045,2539.394235877862
FDV25,OUT046,3790.5056012269933
FDJ07,OUT035,1874.4309598591558
DRB25,OUT049,1583.2723999999998
FDK52,OUT019,542.9755395973153
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3087.507511282049
FDT36,OUT035,552.5502107784431
FDV25,OUT017,3790.5056012269933
NCN07,OUT027,3175.335988157896
FDC57,OUT017,2880.9695613636377
FDQ03,OUT018,3327.9525829268296
FDU23,OUT017,2811.1814032128505
NCX41,OUT035,3790.5056012269933
NCD06,OUT035,754.5960957264958
FDW08,OUT045,1583.2723999999998
NCU29,OUT017,2384.015126168224
NCE06,OUT013,2346.648786938777
FDV52,OUT010,286.41777051282054
FDB02,OUT017,2736.9684298755187
NCR18,OUT045,637.5735090128758
FDK16,OUT049,1517.634856621005
NCQ29,OUT010,542.9755395973153
FDZ01,OUT019,230.00859181286538
FDW27,OUT035,2384.015126168224
FDD17,OUT018,3327.9525829268296
FDW39,OUT013,2736.9684298755187
DRH59,OUT045,1103.1862133333334
FDS52,OUT013,1583.2723999999998
FDU40,OUT027,5669.163351428568
NCF54,OUT013,2997.407679041916
FDH46,OUT045,1740.9861528571432
NCP14,OUT049,1740.9861528571432
FDH50,OUT049,3389.2269793548367
DRF15,OUT010,384.48867398374017
FDV27,OUT027,2513.079854666666
NCJ06,OUT049,2109.088761951219
FDN02,OUT018,3327.9525829268296
FDQ51,OUT049,754.5960957264958
FDQ07,OUT017,3573.328424242422
FDS45,OUT049,1740.9861528571432
NCJ06,OUT045,1951.1466188153313
FDD36,OUT035,1874.4309598591558
FDY25,OUT045,3389.2269793548367
FDU52,OUT046,2384.015126168224
DRK47,OUT017,3573.328424242422
NCL30,OUT017,1951.1466188153313
FDN22,OUT035,4131.978437869821
NCF30,OUT027,3175.335988157896
FDK03,OUT035,4131.978437869821
FDT45,OUT017,876.3205797979806
NCC54,OUT027,5669.163351428568
FDP08,OUT018,2880.9695613636377
